symbol;probability;information
<ARP, 10.2.5.23>;4.37082040299e-05;14.4817363754
<ARP, 10.2.200.182>;0.000437082040299;11.1598082805
<ARP, 10.2.200.145>;0.000218541020149;12.1598082805
<ARP, 10.2.203.1>;0.000262249224179;11.8967738747
<ARP, 10.2.202.187>;0.000524498448359;10.8967738747
<ARP, 10.2.200.113>;4.37082040299e-05;14.4817363754
<ARP, 10.2.202.162>;0.000349665632239;11.4817363754
<ARP, 10.2.202.45>;4.37082040299e-05;14.4817363754
<ARP, 10.2.4.11>;8.74164080598e-05;13.4817363754
<ARP, 10.2.201.76>;0.00013112461209;12.8967738747
<ARP, 169.254.255.255>;0.00231653481358;8.75381592087
<ARP, 10.2.0.20>;0.0076052275012;7.03879287959
<ARP, 10.2.203.132>;8.74164080598e-05;13.4817363754
<ARP, 10.2.7.9>;0.00100528869269;9.95817441938
<ARP, 10.2.7.19>;0.00196686918135;8.9898832791
<ARP, 10.2.203.25>;4.37082040299e-05;14.4817363754
<ARP, 10.0.0.241>;0.00013112461209;12.8967738747
<ARP, 10.2.202.208>;0.000830455876568;10.233808862
<ARP, 10.2.200.48>;0.000218541020149;12.1598082805
<ARP, 10.2.1.22>;0.000218541020149;12.1598082805
<ARP, 10.2.202.62>;0.000568206652389;10.7812966573
<ARP, 10.2.2.15>;0.000524498448359;10.8967738747
<ARP, 10.2.2.9>;0.000393373836269;11.311811374
<ARP, 10.2.203.142>;4.37082040299e-05;14.4817363754
<ARP, 10.2.0.10>;0.000393373836269;11.311811374
<ARP, 10.2.202.143>;4.37082040299e-05;14.4817363754
<ARP, 10.2.202.227>;4.37082040299e-05;14.4817363754
<ARP, 10.2.202.169>;4.37082040299e-05;14.4817363754
<ARP, 10.2.201.71>;0.000611914856419;10.6743814534
<ARP, 10.2.0.181>;0.00909130643822;6.78129665729
<ARP, 10.2.7.10>;0.00166091175314;9.23380886199
<ARP, 10.2.6.12>;0.00196686918135;8.9898832791
<ARP, 169.254.183.10>;4.37082040299e-05;14.4817363754
<ARP, 10.2.203.193>;0.000655623060448;10.5748457798
<ARP, 10.2.200.32>;0.000305957428209;11.6743814534
<ARP, 10.2.201.185>;0.000611914856419;10.6743814534
<ARP, 10.2.200.78>;4.37082040299e-05;14.4817363754
<ARP, 10.2.201.8>;4.37082040299e-05;14.4817363754
<ARP, 10.2.200.10>;8.74164080598e-05;13.4817363754
<ARP, 10.2.203.123>;4.37082040299e-05;14.4817363754
<ARP, 10.2.1.11>;0.00183574456926;9.08941895266
<ARP, 10.2.2.12>;0.00205428558941;8.92714752376
<ARP, 10.2.6.9>;0.00196686918135;8.9898832791
<ARP, 192.168.43.1>;8.74164080598e-05;13.4817363754
<ARP, 10.2.202.79>;4.37082040299e-05;14.4817363754
<ARP, 10.2.203.53>;4.37082040299e-05;14.4817363754
<ARP, 10.2.0.19>;0.00476419423926;7.71355205066
<ARP, 10.2.3.7>;0.00148607893702;9.39427353418
<ARP, 10.2.203.4>;4.37082040299e-05;14.4817363754
<ARP, 10.2.202.150>;4.37082040299e-05;14.4817363754
<ARP, 10.2.7.13>;0.00205428558941;8.92714752376
<ARP, 10.2.202.176>;0.000437082040299;11.1598082805
<ARP, 10.2.0.68>;0.00926613925434;6.75381592087
<ARP, 169.254.9.184>;0.000218541020149;12.1598082805
<ARP, 10.2.203.108>;0.000568206652389;10.7812966573
<ARP, 10.2.203.124>;4.37082040299e-05;14.4817363754
<ARP, 10.2.7.23>;0.00122382971284;9.67438145338
<ARP, 10.2.0.200>;0.000437082040299;11.1598082805
<ARP, 10.2.1.18>;0.00170461995717;9.19633415657
<ARP, 10.2.201.151>;4.37082040299e-05;14.4817363754
<ARP, 10.2.200.131>;4.37082040299e-05;14.4817363754
<ARP, 10.2.4.9>;0.00214170199746;8.86702653132
<ARP, 10.2.202.123>;0.000480790244329;11.0223047568
<ARP, 10.2.0.254>;0.039468508239;4.66315419795
<ARP, 10.2.200.194>;4.37082040299e-05;14.4817363754
<ARP, 10.2.2.5>;0.0017483281612;9.15980828055
<ARP, 10.2.202.94>;0.000305957428209;11.6743814534
<ARP, 10.2.5.24>;0.00196686918135;8.9898832791
<ARP, 10.2.200.252>;0.000393373836269;11.311811374
<ARP, 10.2.1.6>;0.00148607893702;9.39427353418
<ARP, 10.2.202.22>;0.000437082040299;11.1598082805
<ARP, 10.2.200.56>;0.00109270510075;9.83788018566
<ARP, 10.2.202.40>;4.37082040299e-05;14.4817363754
<ARP, 10.2.4.16>;0.00192316097732;9.0223047568
<ARP, 10.2.201.114>;8.74164080598e-05;13.4817363754
<ARP, 10.2.200.208>;0.000262249224179;11.8967738747
<ARP, 10.2.0.187>;0.00909130643822;6.78129665729
<ARP, 10.2.201.127>;0.00292844967;8.41564718498
<ARP, 10.2.5.16>;0.00209799379344;8.89677387471
<ARP, 10.2.7.24>;0.00135495432493;9.52754006505
<ARP, 10.2.200.4>;4.37082040299e-05;14.4817363754
<ARP, 10.2.3.230>;0.000699331264478;10.4817363754
<ARP, 10.2.201.173>;4.37082040299e-05;14.4817363754
<ARP, 10.2.201.0>;4.37082040299e-05;14.4817363754
<ARP, 10.2.2.2>;0.000830455876568;10.233808862
<ARP, 10.2.201.237>;0.000830455876568;10.233808862
<ARP, 10.2.202.87>;0.000743039468508;10.3942735342
<ARP, 10.2.7.20>;0.000961580488658;10.0223047568
<ARP, 10.2.6.5>;0.00196686918135;8.9898832791
<ARP, 10.2.203.45>;4.37082040299e-05;14.4817363754
<ARP, 10.2.200.147>;0.00240395122164;8.70037666191
<ARP, 10.2.202.185>;0.000305957428209;11.6743814534
<ARP, 10.2.202.164>;0.000262249224179;11.8967738747
<ARP, 10.2.202.59>;0.00113641330478;9.78129665729
entropy;6.01876496937
max_entropy;9.10328780841
