ip_address,rtt,type,hop_num
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
null,null,null,20
154.34.240.254,13.569,11,21
