ip_address,rtt,type,hop_num
154.34.240.254,13.943,11,21
154.34.240.254,20.661,11,21
154.34.240.254,25.481,11,21
154.34.240.254,23.332,11,21
154.34.240.254,17.846,11,21
154.34.240.254,13.263,11,21
154.34.240.254,14.644,11,21
154.34.240.254,13.351,11,21
154.34.240.254,15.369,11,21
154.34.240.254,13.194,11,21
154.34.240.254,13.118,11,21
154.34.240.254,13.595,11,21
154.34.240.254,13.97,11,21
154.34.240.254,13.178,11,21
154.34.240.254,13.431,11,21
154.34.240.254,13.123,11,21
154.34.240.254,13.494,11,21
154.34.240.254,16.276,11,21
154.34.240.254,12.719,11,21
154.34.240.254,13.616,11,21
154.34.240.254,13.323,11,21
154.34.240.254,13.315,11,21
154.34.240.254,13.588,11,21
154.34.240.254,13.236,11,21
154.34.240.254,12.208,11,21
154.34.240.254,13.019,11,21
154.34.240.254,15.681,11,21
154.34.240.254,13.798,11,21
154.34.240.254,13.217,11,21
154.34.240.254,13.484,11,21
154.34.240.254,13.766,11,21
154.34.240.254,13.95,11,21
154.34.240.254,13.427,11,21
154.34.240.254,13.194,11,21
154.34.240.254,39.275,11,21
154.34.240.254,18.388,11,21
154.34.240.254,12.917,11,21
154.34.240.254,14.279,11,21
154.34.240.254,13.122,11,21
154.34.240.254,24.404,11,21
154.34.240.254,13.996,11,21
154.34.240.254,13.927,11,21
154.34.240.254,12.555,11,21
154.34.240.254,15.129,11,21
154.34.240.254,13.663,11,21
154.34.240.254,12.106,11,21
154.34.240.254,12.704,11,21
154.34.240.254,14.011,11,21
154.34.240.254,13.937,11,21
154.34.240.254,12.963,11,21
154.34.240.254,12.553,11,21
154.34.240.254,13.491,11,21
154.34.240.254,14.587,11,21
154.34.240.254,18.61,11,21
154.34.240.254,20.925,11,21
154.34.240.254,20.778,11,21
154.34.240.254,19.533,11,21
154.34.240.254,15.329,11,21
154.34.240.254,12.208,11,21
154.34.240.254,13.764,11,21
154.34.240.254,13.02,11,21
154.34.240.254,13.109,11,21
154.34.240.254,13.79,11,21
154.34.240.254,12.98,11,21
154.34.240.254,13.602,11,21
154.34.240.254,13.608,11,21
154.34.240.254,16.763,11,21
154.34.240.254,13.513,11,21
154.34.240.254,13.709,11,21
154.34.240.254,13.806,11,21
154.34.240.254,12.041,11,21
154.34.240.254,13.195,11,21
154.34.240.254,13.979,11,21
154.34.240.254,14.473,11,21
154.34.240.254,15.181,11,21
154.34.240.254,14.577,11,21
154.34.240.254,12.684,11,21
154.34.240.254,13.555,11,21
154.34.240.254,12.81,11,21
154.34.240.254,13.858,11,21
154.34.240.254,12.782,11,21
154.34.240.254,13.63,11,21
154.34.240.254,13.029,11,21
154.34.240.254,12.95,11,21
154.34.240.254,17.678,11,21
154.34.240.254,12.918,11,21
154.34.240.254,12.271,11,21
154.34.240.254,13.6,11,21
154.34.240.254,12.875,11,21
154.34.240.254,13.205,11,21
154.34.240.254,13.644,11,21
154.34.240.254,13.204,11,21
154.34.240.254,13.639,11,21
154.34.240.254,19.124,11,21
154.34.240.254,14.426,11,21
154.34.240.254,12.941,11,21
154.34.240.254,14.087,11,21
154.34.240.254,13.676,11,21
154.34.240.254,13.364,11,21
210.152.135.178,12.284,0,22
210.152.135.178,12.491,0,22
210.152.135.178,12.123,0,22
210.152.135.178,12.253,0,22
210.152.135.178,13.208,0,22
210.152.135.178,12.609,0,22
210.152.135.178,14.887,0,22
210.152.135.178,21.769,0,22
210.152.135.178,19.595,0,22
210.152.135.178,19.514,0,22
210.152.135.178,15.991,0,22
210.152.135.178,11.442,0,22
210.152.135.178,12.234,0,22
210.152.135.178,12.437,0,22
210.152.135.178,12.262,0,22
210.152.135.178,12.371,0,22
210.152.135.178,12.907,0,22
210.152.135.178,11.702,0,22
210.152.135.178,12.285,0,22
210.152.135.178,12.084,0,22
210.152.135.178,11.374,0,22
210.152.135.178,13.058,0,22
210.152.135.178,12.128,0,22
210.152.135.178,12.401,0,22
210.152.135.178,11.54,0,22
210.152.135.178,11.062,0,22
210.152.135.178,12.964,0,22
210.152.135.178,12.626,0,22
210.152.135.178,12.903,0,22
210.152.135.178,11.031,0,22
210.152.135.178,11.729,0,22
210.152.135.178,12.761,0,22
210.152.135.178,12.133,0,22
210.152.135.178,13.207,0,22
210.152.135.178,12.279,0,22
210.152.135.178,12.221,0,22
210.152.135.178,13.616,0,22
210.152.135.178,12.311,0,22
210.152.135.178,11.372,0,22
210.152.135.178,11.814,0,22
210.152.135.178,12.431,0,22
210.152.135.178,11.856,0,22
210.152.135.178,12.69,0,22
210.152.135.178,11.916,0,22
210.152.135.178,13.652,0,22
210.152.135.178,13.433,0,22
210.152.135.178,13.339,0,22
210.152.135.178,11.262,0,22
210.152.135.178,11.149,0,22
210.152.135.178,12.182,0,22
210.152.135.178,12.642,0,22
210.152.135.178,12.286,0,22
210.152.135.178,12.945,0,22
210.152.135.178,12.366,0,22
210.152.135.178,12.324,0,22
210.152.135.178,11.905,0,22
210.152.135.178,13.854,0,22
210.152.135.178,11.634,0,22
210.152.135.178,14.357,0,22
210.152.135.178,17.606,0,22
210.152.135.178,24.263,0,22
210.152.135.178,21.98,0,22
210.152.135.178,15.157,0,22
210.152.135.178,11.967,0,22
210.152.135.178,12.385,0,22
210.152.135.178,11.479,0,22
210.152.135.178,12.164,0,22
210.152.135.178,11.306,0,22
210.152.135.178,12.681,0,22
210.152.135.178,11.634,0,22
210.152.135.178,11.971,0,22
210.152.135.178,11.887,0,22
210.152.135.178,13.158,0,22
210.152.135.178,14.142,0,22
210.152.135.178,11.879,0,22
210.152.135.178,12.119,0,22
210.152.135.178,13.094,0,22
210.152.135.178,12.473,0,22
210.152.135.178,11.572,0,22
210.152.135.178,11.914,0,22
210.152.135.178,12.419,0,22
210.152.135.178,10.814,0,22
210.152.135.178,11.998,0,22
210.152.135.178,11.328,0,22
210.152.135.178,8.8,0,22
210.152.135.178,11.75,0,22
210.152.135.178,12.359,0,22
210.152.135.178,11.771,0,22
210.152.135.178,11.964,0,22
210.152.135.178,21.677,0,22
210.152.135.178,12.142,0,22
210.152.135.178,12.225,0,22
210.152.135.178,12.899,0,22
210.152.135.178,12.851,0,22
210.152.135.178,12.476,0,22
210.152.135.178,12.469,0,22
210.152.135.178,12.488,0,22
210.152.135.178,12.374,0,22
210.152.135.178,12.072,0,22
210.152.135.178,10.866,0,22
